Category,DocName,CriteriaName,ParentRule,CriteriaDefinition,RuleType,FurtherInfo,Label
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'Premium_Frequency_Annual_with_Anniversary_Date', 'SOBA_Premium_Rate_per_Renewal_Year', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_PREMFREQAGG"" operator=""EQ"" compValue=""6631"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""ANNIVEFFDT"" operator=""NE"" compValue=""NULL"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Premium_Rate_per_Renewal_Year"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Related_Provider_Reimburse_Not_100,SOBA_Related_Provider_Reimbursement_Percentage,"<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSSPECIFIC"" varField=""RELATEDPROVIDERREIMBURSE"" operator=""NE"" compValue=""1"" compValueType=""float"" connector=""AND"" /><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSSPECIFIC"" varField=""RELATEDPROVIDERREIMBURSE"" operator=""NE"" compValue=""NULL"" rParen="""" connector="""" /></Criteria>",Section,,
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'Retirees_Covered', 'SOBA_Retirees_Applies', '<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""RETIREESCOVEREDIND"" operator=""EQ"" compValue=""Y"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Retirees_Applies"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'Retirees_Not_Covered', 'SOBA_Retirees_Not_Applicable', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""RETIREESCOVEREDIND"" operator=""NE"" compValue=""Y"" rParen="""" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Retirees_Not_Applicable"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,STD_Lives_Not_Zero,SOBA_STD,"<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""STDLIVES"" operator=""NE"" compValue=""NULL"" rParen="""" /></Criteria>",Section,,
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Terminal_Liability_Applies,SOBA_Terminal_Liability,"<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_TERMINALLIABILITYAGG"" operator=""NE"" compValue=""6624"" rParen="""" /></Criteria>",Section,,
Stop_Loss_Contract,GSLOT-11133-XP_Schedule_of_Benefit_Aggregate,Vision_Lives_Not_Zero,SOBA_Vision,"<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""VISIONLIVES"" operator=""NE"" compValue=""NULL"" rParen="""" /></Criteria>",Section,,
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'RunIn_0_RunOut_0_and_BenefitYears_is_12', 'Spec Scenario 1', '<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""EQ"" compValue=""6450"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""EQ"" compValue=""6500"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""BENEFITYEARS"" operator=""EQ"" compValue=""12"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""Spec Scenario 1"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'RunIn_0_RunOut_6_and_BenefitYears_is_12', 'Spec Scenario 10', '<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""EQ"" compValue=""6450"" connector=""AND"" /><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""EQ"" compValue=""6502"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""BENEFITYEARS"" operator=""EQ"" compValue=""12"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Claim_Basis_RunIn_0_RunOut_6_and_BenefitYears_is_12"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'RunIn_0_RunOut_12_and_BenefitYears_is_12', 'Spec Scenario 11', '<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""EQ"" compValue=""6450"" connector=""AND"" /><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""EQ"" compValue=""6503"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""BENEFITYEARS"" operator=""EQ"" compValue=""12"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Claim_Basis_RunIn_0_RunOut_12_and_BenefitYears_is_12"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'RunIn_0_RunOut_Other_and_BenefitYears_is_12', 'Spec Scenario 12', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""EQ"" compValue=""6450"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""NE"" compValue=""6501"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""NE"" compValue=""6502"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""NE"" compValue=""6503"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""NE"" compValue=""6500"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""BENEFITYEARS"" operator=""EQ"" compValue=""12"" connector="""" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Claim_Basis_RunIn_0_RunOut_Other_and_BenefitYears_is_12"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'RunIn_0_and_RunOut_3_6_12_and_BenefitYears_not_12', 'Spec Scenario 13', '<Criteria><CriteriaStatementList lParen=""("" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""EQ"" compValue=""6450"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""EQ"" compValue=""6501"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""BENEFITYEARS"" operator=""NE"" compValue=""12"" rParen="")"" connector=""OR"" /><CriteriaStatementList lParen=""("" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""EQ"" compValue=""6450"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""EQ"" compValue=""6502"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""BENEFITYEARS"" operator=""NE"" compValue=""12"" rParen="")"" connector=""OR"" /><CriteriaStatementList lParen=""("" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""EQ"" compValue=""6450"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""EQ"" compValue=""6503"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""BENEFITYEARS"" operator=""NE"" compValue=""12"" rParen="")"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Claim_Basis_RunIn_0_RunOut_3_6_12_BenefitYears_not_12"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'RunIn_0_RunOut_0_BenefitYears_not_12', 'Spec Scenario 14', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""EQ"" compValue=""6450"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""EQ"" compValue=""6500"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""BENEFITYEARS"" operator=""NE"" compValue=""12"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Claim_Basis_RunIn_0_RunOut_0_BenefitYears_not_12"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'RunIn_0_RunOut_Other_and_BenefitYears_not_12', 'Spec Scenario 15', '<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""EQ"" compValue=""6450"" rParen="""" connector=""AND"" /><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""NE"" compValue=""6500"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""NE"" compValue=""6501"" rParen="""" connector=""AND"" /><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""NE"" compValue=""6502"" rParen="""" connector=""AND"" /><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""NE"" compValue=""6503"" rParen="""" connector=""AND"" /><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""BENEFITYEARS"" operator=""NE"" compValue=""12"" connector="""" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Claim_Basis_RunIn_0_RunOut_Other_and_BenefitYears_not_12"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'RunIn_3_RunOut_0_and_BenefitYears_is_12', 'Spec Scenario 2', '<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""EQ"" compValue=""6451"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""EQ"" compValue=""6500"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""BENEFITYEARS"" operator=""EQ"" compValue=""12"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Claim_Basis_RunIn_3_RunOut_0_and_BenefitYears_is_12"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'RunIn_6_RunOut_0_and_BenefitYears_is_12', 'Spec Scenario 3', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""EQ"" compValue=""6452"" rParen="""" connector=""AND"" /><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""EQ"" compValue=""6500"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""BENEFITYEARS"" operator=""EQ"" compValue=""12"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Claim_Basis_RunIn_6_RunOut_0_and_BenefitYears_is_12"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'RunIn_12_RunOut_0_and_BenefitYears_is_12', 'Spec Scenario 4', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""EQ"" compValue=""6453"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""EQ"" compValue=""6500"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""BENEFITYEARS"" operator=""EQ"" compValue=""12"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Claim_Basis_RunIn_12_RunOut_0_and_BenefitYears_is_12"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'RunIn_Paid', 'Spec Scenario 5', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""EQ"" compValue=""6454"" rParen="""" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Claim_Basis_RunIn_Paid_RunOut_0"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'RunIn_not_Paid_RunOut_not_0', 'Spec Scenario 6', '<Criteria><CriteriaStatementList lParen=""("" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""NE"" compValue=""6454"" connector=""AND"" /><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""NE"" compValue=""6450"" rParen="")"" connector=""AND"" /><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""NE"" compValue=""6500"" rParen="""" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Claim_Basis_RunIn_not_Paid_RunOut_not_0"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'RunIn_not_0_and_Paid_RunOut_0_and_BenefitYears_not_12', 'Spec Scenario 7', '<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""NE"" compValue=""6450"" connector=""AND"" /><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""NE"" compValue=""6454"" rParen="""" connector=""AND"" /><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""EQ"" compValue=""6500"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""BENEFITYEARS"" operator=""NE"" compValue=""12"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Claim_Basis_RunIn_not_0_and_Paid_RunOut_0_and_BenefitYears_not_12"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'RunIn_Other_RunOut_0_and_BenefitYears_is_12', 'Spec Scenario 8', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""NE"" compValue=""6450"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""NE"" compValue=""6451"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""NE"" compValue=""6452"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""NE"" compValue=""6453"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""NE"" compValue=""6454"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""EQ"" compValue=""6500"" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""BENEFITYEARS"" operator=""EQ"" compValue=""12"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Claim_Basis_RunIn_Other_RunOut_0_and_BenefitYears_is_12"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'RunIn_0_RunOut_3_and_BenefitYears_is_12', 'Spec Scenario 9', '<Criteria><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNINAGG"" operator=""EQ"" compValue=""6450"" connector=""AND"" /><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""XQPL_RUNOUTAGG"" operator=""EQ"" compValue=""6501"" rParen="""" connector=""AND"" /><CriteriaStatementList varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""STOPLOSSAGGREGATE"" varField=""BENEFITYEARS"" operator=""EQ"" compValue=""12"" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""SOBA_Claim_Basis_RunIn_0_RunOut_3_and_BenefitYears_is_12"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
"('Stop_Loss_Contract', 'GSLOT-11133-XP_Schedule_of_Benefit_Aggregate', 'Supress', 'Stop_Loss_2023SL_Header_Footer_Roman_Numbering', '<Criteria><CriteriaStatementList lParen="""" varDSGrp=""Stop_Loss_Contract_DSG"" varTable=""CONTRACT"" varField=""STATE"" operator=""EQ"" compValue=""NEVERSHOW"" rParen="""" /></Criteria>', 'ContentGroup', '<?xml version=""1.0"" encoding=""UTF-8""?>\r\n<ContentGroupList>\r\n  <ContentGroup contentGrpName=""Stop_Loss_2023SL_Header_Footer_Roman_Numbering_Comment"" contentGrpId=""DUMMY_1234"" />\r\n</ContentGroupList>\r\n\r\n', None)"
